VehOdo,MMRAcquisitionAuctionAveragePrice,Make,WarrantyCost,IsBadBuy
71770,4607,JEEP,986,0
64453,7150,PONTIAC,1703,0
66723,3939,CHEVROLET,1020,0
93275,3961,CHRYSLER,1341,1
53775,9044,CHRYSLER,1334,0
56611,3406,CHEVROLET,1054,0
59593,8118,MITSUBISHI,505,0
60244,0,CHRYSLER,1215,0
80089,4597,DODGE,1243,0
84609,8602,DODGE,1503,0
81590,0,PONTIAC,2282,0
71662,3457,HYUNDAI,569,0
69809,5872,BUICK,2003,0
68801,3896,FORD,1313,1
60263,6017,CHRYSLER,1313,0
81617,8625,CHRYSLER,1503,0
72001,6727,FORD,1155,0
62684,9993,DODGE,1215,0
77099,5304,FORD,920,1
76355,4941,CHEVROLET,1974,0
71976,4830,NISSAN,986,0
87272,5731,FORD,853,0
63360,0,CHRYSLER,1215,0
78751,7839,CHEVROLET,1155,0
78957,6543,CHEVROLET,1155,0
72535,7008,GMC,2274,0
67751,7495,PONTIAC,1703,0
87223,4007,FORD,1633,0
76507,6057,KIA,1740,1
73911,5239,CHRYSLER,1272,0
74621,9393,DODGE,920,0
69058,7495,PONTIAC,1703,0
69346,7495,PONTIAC,1703,0
82114,9993,DODGE,1503,0
74448,4883,MAZDA,1220,0
86243,6624,HONDA,894,0
79410,7921,HONDA,569,0
80471,8116,LINCOLN,853,0
63247,3234,FORD,1125,0
57411,9277,CHEVROLET,920,0
67608,4990,KIA,533,0
76728,7158,CHRYSLER,1389,0
71545,6704,HYUNDAI,1389,0
65871,6239,JEEP,630,0
74852,4204,FORD,920,0
64461,7233,CHEVROLET,1703,0
89746,3341,FORD,894,0
60627,7406,PONTIAC,1703,0
51012,9918,PONTIAC,1086,0
67067,5880,DODGE,1411,0
69243,5199,CHEVROLET,728,0
85563,8500,SCION,594,0
70970,5889,FORD,920,0
62329,6068,KIA,1508,0
63730,6521,PONTIAC,1703,0
85171,5445,CHRYSLER,1763,0
87219,10301,FORD,1113,0
73616,7812,CHEVROLET,2091,0
67822,6444,DODGE,1411,0
68661,6931,CHEVROLET,1118,0
69090,5249,CHRYSLER,1215,0
67040,0,KIA,728,0
60963,7105,SATURN,1801,0
68874,4493,CHRYSLER,1215,0
78414,10068,DODGE,1623,0
72428,7026,CHEVROLET,803,0
72430,8940,FORD,803,0
80117,6492,PONTIAC,2152,0
96689,7504,DODGE,1353,0
64885,5191,CHEVROLET,923,0
74243,2330,SATURN,1923,1
77696,3179,HYUNDAI,920,0
43643,6810,CHEVROLET,764,0
67652,7979,DODGE,1118,0
60146,10004,FORD,728,0
75287,8418,HONDA,1155,1
64448,6254,FORD,1313,0
79377,8385,DODGE,1389,0
78622,7065,FORD,1506,0
61126,2842,CHEVROLET,3910,0
70433,10733,DODGE,1389,0
76726,4466,FORD,920,0
85870,5179,MERCURY,983,0
97951,5302,JEEP,1065,1
68719,7027,CHEVROLET,1703,0
45406,4816,KIA,623,0
71695,9399,FORD,1155,0
73617,7609,PONTIAC,1974,0
83109,7106,CHEVROLET,2152,0
77099,9562,NISSAN,1155,0
77507,4965,CHEVROLET,803,0
86344,9742,FORD,1633,0
64979,5520,KIA,533,0
82196,5224,CHRYSLER,1503,0
74129,6200,PONTIAC,1038,0
74077,7539,HONDA,569,0
66300,5684,CHEVROLET,728,0
74467,3310,DODGE,686,0
73327,8600,DODGE,1389,0
79728,6140,DODGE,1623,0
70340,5224,CHRYSLER,1389,0
51659,3696,SUZUKI,505,1
48078,5520,KIA,482,0
66307,7320,KIA,728,0
89794,3402,CHEVROLET,1243,0
68490,2571,DODGE,930,0
63053,7800,MITSUBISHI,533,0
86373,5837,CHRYSLER,1503,0
56903,4208,PONTIAC,1500,0
70471,0,KIA,803,0
54818,6570,KIA,1334,0
62040,5686,CHRYSLER,1215,0
65327,6720,HYUNDAI,728,0
56296,6908,HYUNDAI,671,0
63264,9017,CHRYSLER,1118,0
53271,5441,KIA,505,0
78299,4521,NISSAN,986,0
62689,8180,MITSUBISHI,533,0
88540,5135,TOYOTA,1673,0
76709,8598,JEEP,1740,0
66590,9869,FORD,1118,0
49405,4899,CHEVROLET,623,0
67711,4158,CHEVROLET,1703,0
82794,5715,CHEVROLET,853,0
71986,7794,CHEVROLET,1974,0
56752,8075,DODGE,754,0
72515,5194,SATURN,803,0
74815,5632,KIA,1740,0
74810,9757,DODGE,1389,0
64046,7618,DODGE,1320,0
87793,9186,FORD,1113,1
74472,8391,NISSAN,686,0
86993,4580,CHEVROLET,1543,1
74413,6395,PONTIAC,2091,0
71270,7072,CHEVROLET,1155,1
74172,5948,CHEVROLET,1155,0
88362,3798,MITSUBISHI,594,0
81102,4124,DODGE,1803,0
78619,6949,SATURN,1623,0
87060,5080,CHEVROLET,1543,0
63186,4791,FORD,1020,1
63186,4542,FORD,1020,1
47091,7837,DODGE,834,0
73244,6387,KIA,1740,0
50983,6000,KIA,505,0
59230,7409,DODGE,754,0
54446,7178,KIA,671,0
54610,5012,CHRYSLER,1086,0
61033,5033,PONTIAC,1703,0
56248,6028,MERCURY,920,0
70768,7133,NISSAN,1103,0
73086,11994,JEEP,1740,1
71108,5796,ISUZU,1155,0
81807,7305,CHEVROLET,1243,0
76181,6232,CHEVROLET,2091,0
80552,11208,FORD,1373,0
75058,5210,KIA,803,0
85087,5981,CHEVROLET,853,0
74279,7185,FORD,1506,0
86512,6128,JEEP,723,0
84221,1994,MERCURY,1283,1
45298,7299,PONTIAC,1328,0
66600,4099,BUICK,3415,1
64854,6959,DODGE,825,0
51001,7789,DODGE,1251,0
95530,6982,FORD,1497,0
70422,7896,SCION,569,0
77693,5961,PONTIAC,569,0
77066,5098,CHRYSLER,1389,1
59783,7789,DODGE,1251,1
53212,6365,CHEVROLET,671,0
68851,8243,MERCURY,728,0
91688,5190,CHEVROLET,1485,0
70294,8799,GMC,1155,0
70224,6289,FORD,803,0
61020,7789,DODGE,1411,0
82574,10244,DODGE,1503,0
73300,8555,DODGE,1389,0
80171,4190,DODGE,594,0
75744,11527,CHRYSLER,1389,0
77895,6166,CHRYSLER,1389,0
75919,8424,CHEVROLET,1974,0
69782,6101,SATURN,728,0
42442,8748,MITSUBISHI,482,0
84919,8342,CHRYSLER,1763,0
75401,10363,DODGE,1155,0
71706,3704,SATURN,2508,0
47051,4915,SUZUKI,482,0
59180,5301,SUZUKI,505,0
91811,7059,PONTIAC,1485,1
69094,4915,SUZUKI,533,0
74721,4786,NISSAN,569,1
68159,8280,CHRYSLER,1020,0
81500,4675,FORD,983,0
78887,4154,PONTIAC,569,0
60861,9267,HYUNDAI,728,0
68443,7631,FORD,728,0
36648,10441,TOYOTA,462,0
29233,10378,TOYOTA,462,0
84220,8586,FORD,853,0
64000,6638,PONTIAC,923,0
54620,4055,DODGE,920,0
58751,9267,HYUNDAI,671,0
62530,10378,TOYOTA,533,0
84746,9512,FORD,1763,0
85696,8394,NISSAN,723,1
49153,10378,TOYOTA,482,0
67223,3278,HYUNDAI,728,1
51357,10378,TOYOTA,505,0
75175,7732,PONTIAC,1974,0
65314,5603,KIA,533,0
69146,7572,MITSUBISHI,533,0
78570,11936,FORD,803,0
80598,8114,CHEVROLET,2152,0
73717,5305,SUZUKI,569,0
71377,7572,MITSUBISHI,569,0
69567,7254,MITSUBISHI,1020,0
94632,4167,MAZDA,920,0
86729,9923,FORD,1763,0
64598,6594,PONTIAC,1703,0
93409,7180,DODGE,1053,0
63320,6458,CHRYSLER,1215,0
75329,5578,JEEP,686,0
57649,10039,TOYOTA,505,0
56400,2927,SUZUKI,505,0
88012,8955,DODGE,1503,0
72569,8578,FORD,1506,0
81727,4706,FORD,1243,0
49153,8226,CHRYSLER,834,0
65463,3620,SATURN,1028,0
66505,5454,CHEVROLET,728,0
86182,4086,SUZUKI,594,1
62035,7640,MITSUBISHI,533,0
76287,4713,CHEVROLET,803,0
83321,6732,HYUNDAI,853,0
47424,7123,CHEVROLET,623,0
61074,2927,SUZUKI,533,0
91448,6119,CHRYSLER,1485,1
60896,8585,DODGE,825,0
83238,3492,MITSUBISHI,1543,0
60757,6414,PONTIAC,923,0
62315,3800,PONTIAC,1898,0
62501,4950,CHEVROLET,728,0
52515,5088,KIA,505,0
84117,6600,FORD,1243,0
79279,5936,FORD,1155,0
98850,4890,FORD,1053,0
86437,5322,NISSAN,594,0
62385,4370,DODGE,1020,1
80974,7669,FORD,983,0
78795,4139,CHRYSLER,1389,0
75625,8752,HONDA,920,1
94681,6508,HYUNDAI,909,0
87130,4480,NISSAN,723,0
95303,8387,SATURN,1918,0
64677,5108,KIA,533,0
69375,6047,PONTIAC,1118,0
87732,6487,HYUNDAI,853,0
88777,6414,PONTIAC,1373,0
91769,8446,FORD,1497,1
93745,4370,DODGE,1341,0
83891,4529,BUICK,4032,0
64738,5817,CHEVROLET,728,0
74373,5190,PONTIAC,1974,0
62883,6992,PONTIAC,1118,1
75705,6123,FORD,1506,0
78792,7536,CHRYSLER,1155,0
80825,9460,JEEP,983,0
88995,6659,HYUNDAI,723,0
73659,6030,PONTIAC,1272,0
72256,6311,HYUNDAI,803,0
79153,4417,HYUNDAI,1038,0
73260,6502,ISUZU,1155,0
63773,3321,KIA,533,0
89659,7055,FORD,983,0
91659,6502,ISUZU,1341,0
52358,6983,KIA,671,0
79532,6374,PONTIAC,1974,0
94687,5281,CHEVROLET,1485,0
68861,5846,TOYOTA,533,0
93694,4899,CHEVROLET,2351,0
60442,5957,CHRYSLER,1215,0
95227,2421,CHEVROLET,2939,0
80648,10526,DODGE,1763,0
80447,5638,CHEVROLET,2452,0
81627,7604,HONDA,594,0
82582,4293,BUICK,2712,0
73450,4800,PONTIAC,1974,0
76332,8571,PONTIAC,1974,0
87840,14746,FORD,983,0
64399,4699,KIA,533,0
72201,6722,PONTIAC,4622,0
84000,10254,TOYOTA,594,0
83482,10313,MERCURY,853,0
74206,6138,TOYOTA,569,0
85931,7250,NISSAN,723,0
57386,7683,KIA,671,0
70413,9593,DODGE,1389,0
66341,6259,CHRYSLER,1215,0
83498,7195,BUICK,2735,0
80892,8854,DODGE,1503,0
66554,4247,DODGE,1020,1
87348,5785,MERCURY,983,0
83197,7461,DODGE,1763,0
89559,5310,DODGE,1763,0
86308,5812,CHRYSLER,1503,0
79011,6457,CHEVROLET,2091,0
81464,5401,SCION,594,0
73903,5891,DODGE,1389,0
74652,9124,VOLVO,2208,0
79337,6129,SCION,569,0
82512,7410,DODGE,1373,0
93487,7639,MAZDA,1053,1
81627,7768,CHRYSLER,2022,0
79596,5538,FORD,1506,0
97420,6212,HYUNDAI,620,0
80372,9070,FORD,853,0
69640,7129,CHRYSLER,1215,0
78643,7334,MAZDA,1038,0
92052,5099,FORD,1053,0
83624,6623,PONTIAC,1113,0
46214,4249,SATURN,1116,0
56855,2935,FORD,920,0
76077,6324,CHEVROLET,803,0
66313,4536,CHEVROLET,728,0
57496,5710,NISSAN,588,0
68602,1888,FORD,1125,1
90012,6963,HONDA,1353,1
86027,3098,DODGE,2063,1
73624,0,CHEVROLET,2091,0
78143,6885,CHEVROLET,1974,0
62647,5256,CHEVROLET,1118,0
49543,3824,CHRYSLER,975,1
71409,5930,FORD,1506,0
69710,3889,CHEVROLET,2003,0
81388,2644,DODGE,723,1
55390,5714,SATURN,671,0
40864,4238,SUZUKI,482,0
50209,3534,CHEVROLET,920,0
76112,4484,DODGE,1155,0
60673,5714,SATURN,728,0
71813,4812,CHRYSLER,1155,0
74220,7398,DODGE,920,1
35672,4985,CHRYSLER,882,1
81169,7496,DODGE,1503,0
55979,7398,DODGE,754,0
68985,6121,JEEP,825,0
68364,5724,NISSAN,533,0
59639,3494,DODGE,588,1
85796,5299,PONTIAC,2152,0
47677,3207,PONTIAC,834,0
59113,5416,FORD,920,0
76166,3421,FORD,1103,1
66177,7598,CHEVROLET,1020,0
63100,4054,SUZUKI,533,0
95348,7125,CHEVROLET,2351,0
89688,6685,HONDA,1283,1
65290,3128,CHRYSLER,1711,0
68577,3615,CHRYSLER,1515,0
81400,7450,PONTIAC,2152,0
72118,5425,CHRYSLER,1389,0
64606,7632,CHEVROLET,1703,0
85718,3473,CHEVROLET,2452,0
66861,3288,FORD,1320,0
77859,8856,CHEVROLET,1974,0
53139,4463,CHRYSLER,1086,0
83089,7274,NISSAN,723,0
28162,7763,CHRYSLER,941,0
85200,9427,CHEVROLET,1243,0
64038,4955,PONTIAC,1703,0
72624,5224,KIA,803,1
74650,4991,CHRYSLER,1155,0
91182,7152,CHEVROLET,2351,0
76867,4288,CHEVROLET,803,1
63045,0,TOYOTA,533,0
64299,0,CHEVROLET,1703,0
75269,3934,CHEVROLET,1974,0
88760,5816,CHRYSLER,1503,0
65281,3744,CHEVROLET,1703,0
80883,3156,CHRYSLER,1373,1
83041,5739,FORD,983,0
83152,6479,CHEVROLET,2282,0
84743,7753,CHRYSLER,1243,0
80159,6641,CHEVROLET,1243,0
86859,8441,DODGE,1243,0
77615,9033,BUICK,3667,0
87418,8555,CHEVROLET,2152,0
78446,7861,CHRYSLER,1272,0
84134,7734,CHEVROLET,2282,0
82242,8908,CHEVROLET,2282,0
70626,5892,FORD,920,0
82998,8166,CHEVROLET,2152,0
92040,5722,FORD,1053,0
40296,5434,SUZUKI,482,0
81105,8664,NISSAN,723,0
78061,11400,FORD,1272,0
77449,10604,FORD,1272,0
88560,6489,CHRYSLER,1763,0
62689,5435,HONDA,630,0
83140,8222,MERCURY,1373,0
66108,8412,PONTIAC,1118,0
66022,7881,PONTIAC,923,0
75005,5659,CHRYSLER,1389,0
61827,9320,DODGE,1215,0
75959,9627,GMC,1155,0
69754,10603,CHRYSLER,1215,1
54280,8479,CHEVROLET,1500,0
66082,1990,CHEVROLET,1320,0
62140,5354,CHRYSLER,1215,0
52568,8811,CHRYSLER,920,0
82564,5678,CHRYSLER,1503,1
40432,5354,CHRYSLER,975,0
74027,4511,CHRYSLER,1389,0
81273,5678,CHRYSLER,1503,0
88424,5678,CHRYSLER,1503,0
73584,7657,CHEVROLET,1974,0
66321,5973,FORD,1313,0
76618,6384,CHEVROLET,1974,0
87312,3140,CHEVROLET,2712,0
86712,4997,PONTIAC,2152,0
77257,7157,MITSUBISHI,569,0
68644,4951,FORD,825,0
67644,7214,PONTIAC,923,0
81558,4724,CHEVROLET,1373,0
84652,3500,PONTIAC,894,0
80258,8396,CHEVROLET,853,0
72472,7375,NISSAN,686,0
76662,10354,FORD,1272,0
44757,6434,CHRYSLER,1257,0
85776,3843,CHEVROLET,1243,0
75794,7883,CHEVROLET,1974,0
96025,12450,FORD,1053,0
63523,6231,CHEVROLET,728,0
61749,8259,TOYOTA,533,0
80697,4679,CHRYSLER,1503,0
51200,3480,CHRYSLER,920,0
75264,7883,CHEVROLET,1974,0
77018,5938,DODGE,920,0
93261,3461,CHEVROLET,2351,0
61427,9372,DODGE,630,0
95354,4164,PONTIAC,2939,1
78011,7845,CHEVROLET,1974,0
85551,4865,CHEVROLET,2282,0
69579,6138,HYUNDAI,728,0
87648,6724,TOYOTA,594,0
78617,6367,CHEVROLET,1974,0
68975,11056,FORD,1020,1
81819,7670,DODGE,1503,0
52209,3929,NISSAN,505,0
70164,8269,CHEVROLET,803,0
63814,4454,NISSAN,533,0
82956,3127,FORD,983,0
82657,2992,DODGE,1243,0
79420,3631,FORD,1155,0
86505,9499,NISSAN,594,1
73937,6475,CHEVROLET,1272,0
59115,3473,HYUNDAI,671,0
43111,3571,KIA,482,0
49745,3801,CHEVROLET,623,0
50214,15151,FORD,671,0
49115,3428,MITSUBISHI,482,1
66999,8067,NISSAN,533,0
89236,10252,FORD,1373,0
64592,7317,JEEP,630,0
90544,7758,FORD,1209,0
70277,5886,NISSAN,569,1
83316,7960,HONDA,594,0
60371,3973,DODGE,1215,0
92366,5927,TOYOTA,620,0
77371,2639,HYUNDAI,869,1
73296,8371,CHEVROLET,803,0
85081,0,JEEP,2322,1
72726,0,NISSAN,1272,0
97207,0,CHEVROLET,1918,1
71498,0,DODGE,686,1
58806,0,DODGE,1386,0
53317,0,KIA,505,0
99275,0,CHEVROLET,2218,0
63378,0,PONTIAC,533,0
61432,0,CHEVROLET,728,0
78245,0,FORD,1389,0
63881,0,DODGE,630,0
45228,0,TOYOTA,482,0
68858,0,DODGE,825,1
60459,0,TOYOTA,833,0
41647,0,TOYOTA,482,0
76844,0,DODGE,1689,0
50060,0,CHEVROLET,671,0
83633,0,FORD,853,0
75098,0,HONDA,1155,0
88084,8488,LINCOLN,1893,1
90021,10368,CHRYSLER,1630,0
84638,3317,DODGE,1803,0
79034,9448,FORD,1506,0
84883,8834,FORD,853,0
58578,7753,HONDA,505,0
51889,5101,KIA,505,0
69972,5249,CHEVROLET,728,1
94329,3542,FORD,1053,0
88358,8879,DODGE,1633,0
70673,3579,SATURN,803,0
64949,6082,FORD,1020,0
72723,6787,BUICK,3667,0
66858,3859,CHEVROLET,728,0
52421,5131,KIA,505,0
87815,5722,FORD,983,0
66369,4986,HYUNDAI,533,1
48930,4145,CHEVROLET,623,0
94334,8101,DODGE,1341,0
58533,6874,CHEVROLET,837,0
69862,8535,JEEP,630,0
58265,5145,SUZUKI,1551,0
76255,10875,CHEVROLET,1038,0
93451,9424,FORD,909,0
92795,5556,GMC,1785,0
41769,9196,DODGE,693,1
90932,7384,NISSAN,765,0
75106,6571,FORD,1506,0
66103,6296,HYUNDAI,728,1
69671,11140,FORD,728,0
49291,2970,CHRYSLER,1275,0
59970,7722,CHRYSLER,920,0
69152,10268,NISSAN,1118,0
62380,6139,FORD,533,0
81314,8399,FORD,1633,0
69132,6376,HYUNDAI,728,0
53330,8001,ISUZU,920,0
62212,7267,FORD,1020,1
98240,6982,NISSAN,1341,1
74929,5747,CHEVROLET,1155,0
76938,7321,SCION,569,0
90542,5874,PONTIAC,2351,0
91929,4810,CHEVROLET,909,0
74895,2932,MITSUBISHI,1103,0
59699,5734,NISSAN,588,0
61506,9452,DODGE,825,0
59201,5034,HYUNDAI,588,0
75866,5767,MAZDA,1038,0
80336,5959,DODGE,1633,0
74861,10538,MERCURY,803,0
87634,14864,FORD,853,0
74573,7022,NISSAN,1272,0
94153,7687,FORD,1774,0
36013,5660,CHEVROLET,582,0
62817,6668,CHEVROLET,1020,0
78148,8353,FORD,803,1
71423,4560,HYUNDAI,569,0
49335,3047,DODGE,834,1
92854,8963,DODGE,1774,0
80802,2887,FORD,1543,1
37181,3595,MITSUBISHI,762,0
72422,2443,FORD,569,0
78712,5526,CHEVROLET,803,0
63062,8410,CHEVROLET,1703,0
76609,3810,CHEVROLET,1155,1
66777,2542,FORD,833,0
78170,6523,MINI,3276,1
64018,2690,FORD,1125,0
87884,8218,SATURN,1373,0
60198,8641,DODGE,1215,0
51127,5549,PONTIAC,1500,0
67479,2602,CHRYSLER,1020,1
37773,4151,CHEVROLET,582,0
69669,4251,CHEVROLET,630,0
71934,4120,CHEVROLET,803,0
73166,12501,JEEP,1740,0
77437,11146,FORD,803,0
72429,5285,PONTIAC,1038,0
70037,5010,FORD,803,0
81727,4367,KIA,594,0
97301,2377,DODGE,1630,0
98136,5490,TOYOTA,920,1
67470,7470,PONTIAC,1118,0
66380,4408,FORD,1020,0
68272,2776,HYUNDAI,825,0
98184,3774,FORD,1053,0
74751,5206,FORD,1506,0
76902,2079,CHEVROLET,1455,0
68288,4273,CHRYSLER,1215,0
59357,3837,HYUNDAI,505,0
66325,5437,FORD,1028,0
67911,6892,PONTIAC,1703,0
61794,2479,CHEVROLET,1320,0
68614,5338,FORD,833,0
73096,2326,FORD,1220,0
59984,2604,CHEVROLET,920,0
51018,3100,CHEVROLET,920,1
84524,4624,PONTIAC,2412,0
80571,2957,SATURN,2063,0
65987,2545,HYUNDAI,833,0
100001,2974,DODGE,2390,0
74291,2048,HYUNDAI,1103,0
86022,3774,FORD,983,0
95046,1926,OLDSMOBILE,2074,0
76785,2479,CHEVROLET,1455,0
58938,3688,FORD,754,1
79536,4495,FORD,920,0
73365,4968,CHRYSLER,1272,0
46911,4100,FORD,1046,0
44059,3487,CHRYSLER,975,0
47936,4651,KIA,482,0
71559,3100,CHEVROLET,1155,0
38358,2803,CHEVROLET,582,0
49517,3364,HYUNDAI,482,0
64957,3364,HYUNDAI,533,0
55971,2587,HYUNDAI,754,0
59154,4573,CHEVROLET,1500,0
83457,2957,SATURN,2063,0
84855,2961,PONTIAC,2452,0
86044,4607,PONTIAC,2712,1
68571,3740,FORD,1020,0
76184,3030,PONTIAC,4922,0
77734,2930,FORD,1155,0
84256,4172,PONTIAC,2152,0
67775,2479,CHEVROLET,1320,0
85730,2398,PONTIAC,2712,1
70636,5443,CHRYSLER,1389,0
87832,6437,FORD,1243,1
61929,3913,SUZUKI,533,0
81426,5027,NISSAN,594,0
88414,2652,FORD,1283,0
60545,3740,FORD,1020,0
70101,5649,DODGE,1923,0
73878,4794,CHEVROLET,803,0
87086,2622,DODGE,2063,0
83666,3486,CHEVROLET,1243,0
83157,4282,CHEVROLET,1243,0
69555,3284,MERCURY,1125,0
79720,1709,FORD,1220,0
73154,3100,CHEVROLET,1155,0
55451,5500,PONTIAC,1500,0
77242,1892,CHEVROLET,1455,0
85133,3679,MERCURY,983,1
71612,3595,DODGE,1389,0
92486,2622,DODGE,2218,0
91483,3688,FORD,1053,0
62324,3837,HYUNDAI,533,0
75440,2765,DODGE,686,0
55785,2886,CHEVROLET,671,0
74346,6850,TOYOTA,869,0
85494,2297,FORD,894,0
50120,3963,DODGE,920,0
95432,1696,DODGE,2362,0
64763,4495,FORD,825,0
67595,7587,SATURN,1215,0
61951,11611,MERCURY,825,0
85112,4794,CHEVROLET,853,0
89429,6579,NISSAN,723,0
58728,3688,FORD,754,0
97485,3643,CHEVROLET,2351,0
57845,3832,KIA,505,0
77536,4971,TOYOTA,869,0
67539,3364,HYUNDAI,533,0
71155,9059,JEEP,686,0
85653,6236,CHEVROLET,1373,0
79929,8018,TOYOTA,569,0
97964,3643,CHEVROLET,2351,0
59234,3552,PONTIAC,1800,0
87268,5334,CHEVROLET,1543,0
89510,2772,FORD,983,0
81616,7891,CHRYSLER,1503,0
68999,4573,CHEVROLET,1703,0
68344,2636,DODGE,1020,0
65744,6935,CHEVROLET,1118,0
97709,3643,CHEVROLET,2351,0
61718,4495,FORD,825,1
53827,6601,CHEVROLET,671,0
77893,2560,OLDSMOBILE,1806,0
80128,2326,FORD,1283,0
66010,3875,GMC,1515,0
89520,2866,CHRYSLER,2063,1
70165,3688,FORD,920,0
87945,2140,FORD,1283,0
75148,5552,CHEVROLET,1272,0
76380,4794,CHEVROLET,803,0
87728,2368,CHEVROLET,2712,0
70827,8831,CHEVROLET,2091,0
92916,4041,FORD,1774,0
74867,6568,CHEVROLET,1155,0
76845,5961,MITSUBISHI,1155,0
61774,8496,DODGE,825,0
77968,2774,FORD,1455,0
85882,2115,DODGE,1023,0
99950,3643,CHEVROLET,2351,0
77146,7274,MAZDA,1272,1
83852,10700,FORD,853,0
76941,3039,NISSAN,869,0
76715,4495,FORD,920,0
63984,6858,CHEVROLET,1703,0
69303,1926,OLDSMOBILE,1613,0
89772,8225,INFINITI,1413,0
97562,2466,MERCURY,1053,1
55651,2772,FORD,754,0
69592,3688,FORD,825,0
93889,4495,FORD,1053,0
68689,2326,FORD,1125,0
57324,3257,HYUNDAI,754,0
63063,2296,FORD,1125,0
78868,2910,CHRYSLER,1689,0
98109,2608,CHRYSLER,1930,0
77222,2058,CHEVROLET,2508,1
45047,0,HYUNDAI,482,0
49480,7067,CHEVROLET,834,0
45357,4876,CHRYSLER,975,0
70467,9451,DODGE,1389,0
66349,5756,CHEVROLET,728,0
62606,5053,SATURN,728,0
67122,7789,CHEVROLET,1801,0
71874,8864,SATURN,1623,0
87420,3581,CHRYSLER,1503,0
83584,6167,CHEVROLET,1243,0
99089,8534,DODGE,1630,0
93809,3975,FORD,1053,0
51261,8924,DODGE,1086,1
61732,7074,CHEVROLET,1703,0
60543,6487,DODGE,825,0
66886,6291,DODGE,1118,0
87695,5749,MITSUBISHI,594,1
87796,5679,CHEVROLET,2452,0
84356,13471,TOYOTA,594,0
83445,4591,CHEVROLET,1543,0
91114,2653,BUICK,2651,0
68296,10820,HYUNDAI,630,0
77554,4063,SATURN,803,1
69955,8047,JEEP,1508,0
86964,3531,SATURN,1763,0
89491,8190,FORD,1633,0
59591,4281,DODGE,1386,1
68445,2291,CHEVROLET,2198,0
76831,4097,FORD,1455,1
83109,3700,MITSUBISHI,594,1
68989,3792,DODGE,1515,0
70889,5910,FORD,1155,0
79961,8047,JEEP,1740,0
83195,4492,CHEVROLET,1673,0
80930,5741,CHRYSLER,1503,0
44259,6230,CHEVROLET,623,0
61332,10841,FORD,1313,0
57750,7994,FORD,671,0
81528,5205,CHEVROLET,1543,0
90957,5944,CHEVROLET,1341,0
37137,4505,MAZDA,942,0
54162,2274,CHRYSLER,1003,0
64974,5090,SATURN,728,0
35240,19190,INFINITI,762,1
81425,5156,NISSAN,894,1
74479,6301,CHEVROLET,2274,1
94151,5785,CHEVROLET,2218,1
95876,2904,SATURN,2074,1
71065,12700,JEEP,1740,0
35495,4934,SUZUKI,462,0
60816,6368,HYUNDAI,728,0
51148,2558,SATURN,1469,0
76821,6608,CHEVROLET,1272,0
70409,8409,SUZUKI,1155,0
84969,6887,GMC,2735,0
61614,9206,FORD,728,0
76458,5249,CHEVROLET,1455,1
65067,7800,FORD,923,0
89939,8783,DODGE,1763,0
89277,6723,CHRYSLER,2022,0
64686,5285,NISSAN,833,0
58580,6966,FORD,920,0
72708,9038,DODGE,1389,0
67132,6544,FORD,825,0
84168,11852,MERCURY,983,0
51216,7790,DODGE,920,0
47215,7790,DODGE,834,0
83715,7124,CHEVROLET,1763,1
83356,5725,CHEVROLET,1243,0
32038,5036,HYUNDAI,462,0
71053,5910,CHRYSLER,1623,0
51353,7790,DODGE,920,0
87197,5965,JEEP,983,0
81984,4123,FORD,983,0
80484,3016,DODGE,723,1
91340,6981,CHEVROLET,1774,0
78733,2793,CHRYSLER,1689,0
89527,3824,CHEVROLET,853,0
52880,7763,FORD,671,0
61809,5928,CHRYSLER,1411,1
61809,8978,JEEP,630,1
59253,5735,TOYOTA,505,1
68858,5997,PONTIAC,1703,0
84460,6581,DODGE,1503,0
59512,2925,CHEVROLET,920,0
81961,2317,FORD,1543,0
51373,5740,MITSUBISHI,505,0
83369,7864,CHEVROLET,2063,1
67325,9470,NISSAN,1118,1
83840,6534,FORD,853,0
64907,3457,DODGE,1515,0
57286,5765,DODGE,1251,0
78932,7168,FORD,803,0
51523,4318,DODGE,1251,0
88985,3478,DODGE,1503,1
71426,9180,DODGE,1272,0
95128,2226,SATURN,2074,0
82803,6574,DODGE,983,0
90885,3662,DODGE,1918,0
77238,2792,OLDSMOBILE,1806,0
67705,3199,FORD,825,0
94996,5520,PONTIAC,2351,0
48128,9648,FORD,623,0
75005,5945,CHEVROLET,1155,0
78985,2747,CHEVROLET,1155,0
66026,4389,CHEVROLET,728,0
96733,5539,JEEP,765,1
51443,6555,CHRYSLER,1003,0
55158,6574,DODGE,754,0
57693,3456,CHRYSLER,1086,1
61999,4239,FORD,1320,1
58986,2669,FORD,1054,1
88241,5270,NISSAN,723,0
71109,2704,DODGE,686,0
37170,3947,CHRYSLER,882,0
55548,1635,MERCURY,1054,0
87960,5883,CHRYSLER,1503,1
63210,11811,MERCURY,1020,1
89819,5944,FORD,1243,1
79880,2579,CHEVROLET,1155,0
67470,2312,KIA,728,0
73942,6283,HYUNDAI,1038,1
51252,2654,CHEVROLET,920,0
73037,3755,SATURN,803,0
58924,3287,HYUNDAI,671,1
46146,5805,CHRYSLER,975,0
80544,4498,FORD,2193,0
64639,5856,KIA,1508,1
67507,3885,SATURN,728,0
72240,3250,FORD,1103,1
91461,3060,FORD,1053,0
